publisher,title,url
경향신문,전체뉴스,https://www.khan.co.kr/rss/rssdata/total_news.xml
경향신문,정치,https://www.khan.co.kr/rss/rssdata/politic_news.xml
경향신문,경제,https://www.khan.co.kr/rss/rssdata/economy_news.xml
경향신문,사회,https://www.khan.co.kr/rss/rssdata/society_news.xml
경향신문,국제,https://www.khan.co.kr/rss/rssdata/kh_world.xml
경향신문,스포츠,http://www.khan.co.kr/rss/rssdata/kh_sports.xml
경향신문,문화,https://www.khan.co.kr/rss/rssdata/culture_news.xml
경향신문,연예,https://www.khan.co.kr/rss/rssdata/kh_entertainment.xml
경향신문,IT,http://www.khan.co.kr/rss/rssdata/it_news.xml
경향신문,오피니언,https://www.khan.co.kr/rss/rssdata/opinion_news.xml
경향신문,인물,https://www.khan.co.kr/rss/rssdata/people_news.xml
경향신문,생활/레저,https://www.khan.co.kr/rss/rssdata/skentertain_news.xml
국민일보,전체기사,http://rss.kmib.co.kr/data/kmibRssAll.xml
국민일보,정치,http://rss.kmib.co.kr/data/kmibPolRss.xml
국민일보,경제,http://rss.kmib.co.kr/data/kmibEcoRss.xml
국민일보,사회,http://rss.kmib.co.kr/data/kmibSocRss.xml
국민일보,국제,http://rss.kmib.co.kr/data/kmibIntRss.xml
국민일보,스포츠,http://rss.kmib.co.kr/data/kmibSpoRss.xml
국민일보,문화,http://rss.kmib.co.kr/data/kmibCulRss.xml
국민일보,생활,http://rss.kmib.co.kr/data/kmibLifRss.xml
국민일보,사설/칼럼,http://rss.kmib.co.kr/data/kmibColRss.xml
뉴시스,국제,https://newsis.com/RSS/international.xml
뉴시스,금융,https://newsis.com/RSS/bank.xml
뉴시스,사회,https://newsis.com/RSS/society.xml
뉴시스,스포츠,https://newsis.com/RSS/sports.xml
뉴시스,문화,https://newsis.com/RSS/culture.xml
뉴시스,정치,https://newsis.com/RSS/politics.xml
뉴시스,경제,https://newsis.com/RSS/economy.xml
뉴시스,산업,https://newsis.com/RSS/industry.xml
뉴시스,IT/바이오,https://newsis.com/RSS/health.xml
뉴시스,연예,https://newsis.com/RSS/entertain.xml
동아일보,전체기사,https://rss.donga.com/total.xml
동아일보,정치,https://rss.donga.com/politics.xml
동아일보,사회,https://rss.donga.com/national.xml
동아일보,경제,https://rss.donga.com/economy.xml
동아일보,국제,https://rss.donga.com/international.xml
동아일보,사설칼럼,https://rss.donga.com/editorials.xml
동아일보,의학과학,https://rss.donga.com/science.xml
동아일보,문화연예,https://rss.donga.com/culture.xml
동아일보,스포츠,https://rss.donga.com/sports.xml
동아일보,사람속으로,https://rss.donga.com/inmul.xml
동아일보,건강,https://rss.donga.com/health.xml
동아일보,레져,https://rss.donga.com/leisure.xml
동아일보,도서,https://rss.donga.com/book.xml
동아일보,공연,https://rss.donga.com/show.xml
동아일보,여성,https://rss.donga.com/woman.xml
동아일보,여행,https://rss.donga.com/travel.xml
동아일보,생활정보,https://rss.donga.com/lifeinfo.xml
딴지일보,전체,https://www.ddanzi.com/rss
매일노동뉴스,전체,https://www.labortoday.co.kr/rss/allArticle.xml
미디어오늘,전체기사,https://www.mediatoday.co.kr/rss/allArticle.xml
미디어오늘,정치,https://www.mediatoday.co.kr/rss/S1N2.xml
미디어오늘,경제,https://www.mediatoday.co.kr/rss/S1N3.xml
미디어오늘,사회,https://www.mediatoday.co.kr/rss/S1N4.xml
미디어오늘,문화,https://www.mediatoday.co.kr/rss/S1N5.xml
미디어오늘,국제,https://www.mediatoday.co.kr/rss/S1N6.xml
미디어오늘,IT,https://www.mediatoday.co.kr/rss/S1N7.xml
미디어오늘,오피니언,https://www.mediatoday.co.kr/rss/S1N8.xml
서울신문,정치,https://www.seoul.co.kr/xml/rss/rss_politics.xml
서울신문,사회,https://www.seoul.co.kr/xml/rss/rss_society.xml
서울신문,경제,https://www.seoul.co.kr/xml/rss/rss_economy.xml
서울신문,국제,https://www.seoul.co.kr/xml/rss/rss_international.xml
서울신문,문화/건강,https://www.seoul.co.kr/xml/rss/rss_life.xml
서울신문,스포츠,https://www.seoul.co.kr/xml/rss/rss_sports.xml
서울신문,연예,https://www.seoul.co.kr/xml/rss/rss_entertainment.xml
세계일보,전체뉴스,http://www.segye.com/Articles/RSSList/segye_recent.xml
세계일보,정치,http://www.segye.com/Articles/RSSList/segye_politic.xml
세계일보,경제,http://www.segye.com/Articles/RSSList/segye_economy.xml
세계일보,사회,http://www.segye.com/Articles/RSSList/segye_society.xml
세계일보,국제,http://www.segye.com/Articles/RSSList/segye_international.xml
세계일보,문화,http://www.segye.com/Articles/RSSList/segye_culture.xml
세계일보,오피니언,http://www.segye.com/Articles/RSSList/segye_opinion.xml
세계일보,연예,http://www.segye.com/Articles/RSSList/segye_entertainment.xml
세계일보,스포츠,http://www.segye.com/Articles/RSSList/segye_sports.xml
시사인,전체기사,https://www.sisain.co.kr/rss/allArticle.xml
시사인,정치,https://www.sisain.co.kr/rss/S1N6.xml
시사인,경제,https://www.sisain.co.kr/rss/S1N7.xml
시사인,사회,https://www.sisain.co.kr/rss/S1N8.xml
시사인,문화,https://www.sisain.co.kr/rss/S1N9.xml
시사인,라이프,https://www.sisain.co.kr/rss/S1N10.xml
시사인,국제/한반도,https://www.sisain.co.kr/rss/S1N11.xml
시사인,인터뷰/오피니언,https://www.sisain.co.kr/rss/S1N12.xml
시사저널,전체기사,http://www.sisajournal.com/rss/allArticle.xml
시사저널,사회,http://www.sisajournal.com/rss/S1N47.xml
시사저널,경제,http://www.sisajournal.com/rss/S1N54.xml
시사저널,LIFE,http://www.sisajournal.com/rss/S1N56.xml
시사저널,OPINION,http://www.sisajournal.com/rss/S1N57.xml
시사저널,정치,http://www.sisajournal.com/rss/S1N58.xml
시사저널,국제,http://www.sisajournal.com/rss/S1N59.xml
시사저널,Health,http://www.sisajournal.com/rss/S2N106.xml
시사저널,Culture,http://www.sisajournal.com/rss/S2N107.xml
에이블뉴스,전체기사,https://www.ablenews.co.kr/rss/allArticle.xml
에이블뉴스,정보세상,https://www.ablenews.co.kr/rss/S1N1.xml
에이블뉴스,오피니언,https://www.ablenews.co.kr/rss/S1N2.xml
에이블뉴스,노동/경제,https://www.ablenews.co.kr/rss/S1N4.xml
에이블뉴스,문화/체육,https://www.ablenews.co.kr/rss/S1N8.xml
에이블뉴스,인물/단체,https://www.ablenews.co.kr/rss/S1N9.xml
에이블뉴스,정치/정책,https://www.ablenews.co.kr/rss/S1N11.xml
여성신문,전체기사,http://www.womennews.co.kr/rss/allArticle.xml
여성신문,정치,http://www.womennews.co.kr/rss/S1N1.xml
여성신문,사회,http://www.womennews.co.kr/rss/S1N2.xml
여성신문,세계,http://www.womennews.co.kr/rss/S1N3.xml
여성신문,경제,http://www.womennews.co.kr/rss/S1N4.xml
여성신문,문화,http://www.womennews.co.kr/rss/S1N6.xml
여성신문,생활,http://www.womennews.co.kr/rss/S1N7.xml
여성신문,오피니언,http://www.womennews.co.kr/rss/S1N12.xml
여성신문,스포츠,http://www.womennews.co.kr/rss/S1N15.xml
여성신문,연예,http://www.womennews.co.kr/rss/S1N16.xml
여성신문,IT/과학,http://www.womennews.co.kr/rss/S1N39.xml
일다,전체,https://www.ildaro.com/rss/rss_news.php
조선일보,전체기사,https://www.chosun.com/arc/outboundfeeds/rss/?outputType=xml
조선일보,정치,https://www.chosun.com/arc/outboundfeeds/rss/category/politics/?outputType=xml
조선일보,경제,https://www.chosun.com/arc/outboundfeeds/rss/category/economy/?outputType=xml
조선일보,사회,https://www.chosun.com/arc/outboundfeeds/rss/category/national/?outputType=xml
조선일보,국제,https://www.chosun.com/arc/outboundfeeds/rss/category/international/?outputType=xml
조선일보,문화/라이프,https://www.chosun.com/arc/outboundfeeds/rss/category/culture-life/?outputType=xml
조선일보,오피니언,https://www.chosun.com/arc/outboundfeeds/rss/category/opinion/?outputType=xml
조선일보,스포츠,https://www.chosun.com/arc/outboundfeeds/rss/category/sports/?outputType=xml
조선일보,연예,https://www.chosun.com/arc/outboundfeeds/rss/category/entertainments/?outputType=xml
천지일보,전체기사,https://cdn.newscj.com/rss/gns_allArticle.xml
천지일보,정치,https://cdn.newscj.com/rss/gns_S1N1.xml
천지일보,경제,https://cdn.newscj.com/rss/gns_S1N2.xml
천지일보,사회,https://cdn.newscj.com/rss/gns_S1N3.xml
천지일보,문화,https://cdn.newscj.com/rss/gns_S1N6.xml
천지일보,스포츠,https://cdn.newscj.com/rss/gns_S1N14.xml
천지일보,연예,https://cdn.newscj.com/rss/gns_S1N15.xml
